"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Dengue","All cases","Reported cases","N","2022","EL","Greece",5.000000000,""
"Dengue","All cases","Reported cases","N","2022","ES","Spain",505.000000000,""
"Dengue","All cases","Reported cases","N","2022","EU27_21","EU (without UK)",1770.000000000,""
"Dengue","All cases","Reported cases","N","2022","EU27_UK_21","EU (with UK until 2019)",1770.000000000,""
"Dengue","All cases","Reported cases","N","2022","EUEEA30_21","EU/EEA (without UK)",1812.000000000,""
"Dengue","All cases","Reported cases","N","2022","EUEEAUK_21","EU/EEA (with UK until 2019)",1812.000000000,""
"Dengue","All cases","Reported cases","N","2022","FI","Finland",13.000000000,""
"Dengue","All cases","Reported cases","N","2022","FR","France",372.000000000,""
"Dengue","All cases","Reported cases","N","2022","HR","Croatia",1.000000000,""
"Dengue","All cases","Reported cases","N","2022","HU","Hungary",25.000000000,""
"Dengue","All cases","Reported cases","N","2022","IE","Ireland",9.000000000,""
"Dengue","All cases","Reported cases","N","2022","IS","Iceland",0.000000000,""
"Dengue","All cases","Reported cases","N","2022","IT","Italy",135.000000000,""
"Dengue","All cases","Reported cases","N","2022","LI","Liechtenstein",1.000000000,""
"Dengue","All cases","Reported cases","N","2022","LT","Lithuania",7.000000000,""
"Dengue","All cases","Reported cases","N","2022","LU","Luxembourg",4.000000000,""
"Dengue","All cases","Reported cases","N","2022","LV","Latvia",0.000000000,""
"Dengue","All cases","Reported cases","N","2022","MT","Malta",3.000000000,""
"Dengue","All cases","Reported cases","N","2022","NL","Netherlands",2.000000000,""
"Dengue","All cases","Reported cases","N","2022","NO","Norway",41.000000000,""
"Dengue","All cases","Reported cases","N","2022","PL","Poland",23.000000000,""
"Dengue","All cases","Reported cases","N","2022","PT","Portugal",15.000000000,""
"Dengue","All cases","Reported cases","N","2022","RO","Romania",0.000000000,""
"Dengue","All cases","Reported cases","N","2022","SE","Sweden",50.000000000,""
"Dengue","All cases","Reported cases","N","2022","SI","Slovenia",11.000000000,""
"Dengue","All cases","Reported cases","N","2022","SK","Slovakia",2.000000000,""
"Dengue","All cases","Reported cases","N","2023","AT","Austria",171.000000000,""
"Dengue","All cases","Reported cases","N","2023","BE","Belgium",218.000000000,""
"Dengue","All cases","Reported cases","N","2023","BG","Bulgaria",2.000000000,""
"Dengue","All cases","Reported cases","N","2023","CZ","Czechia",78.000000000,""
"Dengue","All cases","Reported cases","N","2023","DE","Germany",953.000000000,""
"Dengue","All cases","Reported cases","N","2023","DK","Denmark",74.000000000,""
"Dengue","All cases","Reported cases","N","2023","EE","Estonia",8.000000000,""
"Dengue","All cases","Reported cases","N","2023","EL","Greece",2.000000000,""
"Dengue","All cases","Reported cases","N","2023","ES","Spain",615.000000000,""
"Dengue","All cases","Reported cases","N","2023","EU27_21","EU (without UK)",5483.000000000,""
"Dengue","All cases","Reported cases","N","2023","EU27_UK_21","EU (with UK until 2019)",5483.000000000,""
"Dengue","All cases","Reported cases","N","2023","EUEEA30_21","EU/EEA (without UK)",5546.000000000,""
"Dengue","All cases","Reported cases","N","2023","EUEEAUK_21","EU/EEA (with UK until 2019)",5546.000000000,""
"Dengue","All cases","Reported cases","N","2023","FI","Finland",53.000000000,""
"Dengue","All cases","Reported cases","N","2023","FR","France",2492.000000000,""
"Dengue","All cases","Reported cases","N","2023","HR","Croatia",5.000000000,""
"Dengue","All cases","Reported cases","N","2023","HU","Hungary",18.000000000,""
"Dengue","All cases","Reported cases","N","2023","IE","Ireland",20.000000000,""
"Dengue","All cases","Reported cases","N","2023","IS","Iceland",0.000000000,""
"Dengue","All cases","Reported cases","N","2023","IT","Italy",376.000000000,""
"Dengue","All cases","Reported cases","N","2023","LI","Liechtenstein",2.000000000,""
"Dengue","All cases","Reported cases","N","2023","LT","Lithuania",9.000000000,""
"Dengue","All cases","Reported cases","N","2023","LU","Luxembourg",10.000000000,""
"Dengue","All cases","Reported cases","N","2023","LV","Latvia",10.000000000,""
"Dengue","All cases","Reported cases","N","2023","MT","Malta",0.000000000,""
"Dengue","All cases","Reported cases","N","2023","NL","Netherlands",75.000000000,""
"Dengue","All cases","Reported cases","N","2023","NO","Norway",61.000000000,""
"Dengue","All cases","Reported cases","N","2023","PL","Poland",70.000000000,""
"Dengue","All cases","Reported cases","N","2023","PT","Portugal",46.000000000,""
"Dengue","All cases","Reported cases","N","2023","RO","Romania",13.000000000,""
"Dengue","All cases","Reported cases","N","2023","SE","Sweden",150.000000000,""
"Dengue","All cases","Reported cases","N","2023","SI","Slovenia",9.000000000,""
"Dengue","All cases","Reported cases","N","2023","SK","Slovakia",6.000000000,""
"Dengue","All cases","Reported cases","N","2024","AT","Austria",203.000000000,""
"Dengue","All cases","Reported cases","N","2024","BE","Belgium",318.000000000,""
"Dengue","All cases","Reported cases","N","2024","BG","Bulgaria",6.000000000,""
"Dengue","All cases","Reported cases","N","2024","CY","Cyprus",0.000000000,""
"Dengue","All cases","Reported cases","N","2024","CZ","Czechia",116.000000000,""
"Dengue","All cases","Reported cases","N","2024","DE","Germany",1717.000000000,""
"Dengue","All cases","Reported cases","N","2024","DK","Denmark",164.000000000,""
"Dengue","All cases","Reported cases","N","2024","EE","Estonia",18.000000000,""
"Dengue","All cases","Reported cases","N","2024","EL","Greece",9.000000000,""
"Dengue","All cases","Reported cases","N","2024","ES","Spain",1119.000000000,""
"Dengue","All cases","Reported cases","N","2024","EU27_21","EU (without UK)",10009.000000000,""
"Dengue","All cases","Reported cases","N","2024","EU27_UK_21","EU (with UK until 2019)",10009.000000000,""
"Dengue","All cases","Reported cases","N","2024","EUEEA30_21","EU/EEA (without UK)",10147.000000000,""
"Dengue","All cases","Reported cases","N","2024","EUEEAUK_21","EU/EEA (with UK until 2019)",10147.000000000,""
"Dengue","All cases","Reported cases","N","2024","FI","Finland",65.000000000,""
"Dengue","All cases","Reported cases","N","2024","FR","France",4874.000000000,""
"Dengue","All cases","Reported cases","N","2024","HR","Croatia",10.000000000,""
"Dengue","All cases","Reported cases","N","2024","HU","Hungary",43.000000000,""
"Dengue","All cases","Reported cases","N","2024","IE","Ireland",49.000000000,""
"Dengue","All cases","Reported cases","N","2024","IS","Iceland",3.000000000,""
"Dengue","All cases","Reported cases","N","2024","IT","Italy",741.000000000,""
"Dengue","All cases","Reported cases","N","2024","LI","Liechtenstein",2.000000000,""
"Dengue","All cases","Reported cases","N","2024","LT","Lithuania",11.000000000,""
"Dengue","All cases","Reported cases","N","2024","LU","Luxembourg",26.000000000,""
"Dengue","All cases","Reported cases","N","2024","MT","Malta",8.000000000,""
"Dengue","All cases","Reported cases","N","2024","NL","Netherlands",0.000000000,""
"Dengue","All cases","Reported cases","N","2024","NO","Norway",133.000000000,""
"Dengue","All cases","Reported cases","N","2024","PL","Poland",126.000000000,""
"Dengue","All cases","Reported cases","N","2024","PT","Portugal",141.000000000,""
"Dengue","All cases","Reported cases","N","2024","RO","Romania",19.000000000,""
"Dengue","All cases","Reported cases","N","2024","SE","Sweden",197.000000000,""
"Dengue","All cases","Reported cases","N","2024","SI","Slovenia",19.000000000,""
"Dengue","All cases","Reported cases","N","2024","SK","Slovakia",10.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2008","AT","Austria",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2008","BE","Belgium",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2008","CZ","Czechia",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2008","DE","Germany",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2008","EE","Estonia",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2008","EL","Greece",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2008","ES","Spain",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2008","EU27_21","EU (without UK)",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2008","EU27_UK_21","EU (with UK until 2019)",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2008","EUEEA30_21","EU/EEA (without UK)",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2008","EUEEAUK_21","EU/EEA (with UK until 2019)",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2008","FI","Finland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2008","FR","France",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2008","HU","Hungary",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2008","IE","Ireland",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2008","IT","Italy",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2008","LT","Lithuania",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2008","LU","Luxembourg",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2008","LV","Latvia",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2008","MT","Malta",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2008","PL","Poland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2008","RO","Romania",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2008","SE","Sweden",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2008","SI","Slovenia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2008","SK","Slovakia",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2008","UK","United Kingdom",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2009","AT","Austria",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2009","BE","Belgium",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2009","CZ","Czechia",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2009","DE","Germany",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2009","EE","Estonia",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2009","EL","Greece",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2009","ES","Spain",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2009","EU27_21","EU (without UK)",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2009","EU27_UK_21","EU (with UK until 2019)",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2009","EUEEA30_21","EU/EEA (without UK)",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2009","EUEEAUK_21","EU/EEA (with UK until 2019)",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2009","FI","Finland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2009","FR","France",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2009","HU","Hungary",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2009","IE","Ireland",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2009","IS","Iceland",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2009","IT","Italy",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2009","LT","Lithuania",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2009","LU","Luxembourg",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2009","LV","Latvia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2009","MT","Malta",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2009","PL","Poland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2009","RO","Romania",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2009","SE","Sweden",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2009","SI","Slovenia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2009","SK","Slovakia",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2009","UK","United Kingdom",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2010","AT","Austria",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2010","BE","Belgium",0.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2010","CZ","Czechia",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2010","DE","Germany",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2010","DK","Denmark",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2010","EE","Estonia",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2010","EL","Greece",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2010","ES","Spain",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2010","EU27_21","EU (without UK)",91.995073000,""
"Dengue","All cases - Data quality","Completeness Age","%","2010","EU27_UK_21","EU (with UK until 2019)",92.029429000,""
"Dengue","All cases - Data quality","Completeness Age","%","2010","EUEEA30_21","EU/EEA (without UK)",91.995073000,""
"Dengue","All cases - Data quality","Completeness Age","%","2010","EUEEAUK_21","EU/EEA (with UK until 2019)",92.029429000,""
"Dengue","All cases - Data quality","Completeness Age","%","2010","FI","Finland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2010","FR","France",99.832214760,""
"Dengue","All cases - Data quality","Completeness Age","%","2010","HU","Hungary",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2010","IE","Ireland",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2010","IS","Iceland",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2010","IT","Italy",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2010","LT","Lithuania",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2010","LU","Luxembourg",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2010","LV","Latvia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2010","MT","Malta",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2010","PL","Poland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2010","RO","Romania",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2010","SE","Sweden",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2010","SI","Slovenia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2010","SK","Slovakia",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2010","UK","United Kingdom",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2011","AT","Austria",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2011","BE","Belgium",0.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2011","CZ","Czechia",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2011","DE","Germany",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2011","DK","Denmark",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2011","EE","Estonia",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2011","EL","Greece",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2011","ES","Spain",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2011","EU27_21","EU (without UK)",93.354430000,""
"Dengue","All cases - Data quality","Completeness Age","%","2011","EU27_UK_21","EU (with UK until 2019)",93.488372000,""
"Dengue","All cases - Data quality","Completeness Age","%","2011","EUEEA30_21","EU/EEA (without UK)",93.354430000,""
"Dengue","All cases - Data quality","Completeness Age","%","2011","EUEEAUK_21","EU/EEA (with UK until 2019)",93.488372000,""
"Dengue","All cases - Data quality","Completeness Age","%","2011","FI","Finland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2011","FR","France",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2011","HU","Hungary",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2011","IE","Ireland",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2011","IS","Iceland",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2011","IT","Italy",97.727272720,""
"Dengue","All cases - Data quality","Completeness Age","%","2011","LT","Lithuania",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2011","LU","Luxembourg",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2011","LV","Latvia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2011","MT","Malta",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2011","PL","Poland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2011","RO","Romania",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2011","SE","Sweden",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2011","SI","Slovenia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2011","SK","Slovakia",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2011","UK","United Kingdom",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2012","AT","Austria",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2012","BE","Belgium",0.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2012","CZ","Czechia",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2012","DE","Germany",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2012","DK","Denmark",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2012","EE","Estonia",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2012","EL","Greece",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2012","ES","Spain",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2012","EU27_21","EU (without UK)",94.223263000,""
"Dengue","All cases - Data quality","Completeness Age","%","2012","EU27_UK_21","EU (with UK until 2019)",94.223263000,""
"Dengue","All cases - Data quality","Completeness Age","%","2012","EUEEA30_21","EU/EEA (without UK)",94.355453000,""
"Dengue","All cases - Data quality","Completeness Age","%","2012","EUEEAUK_21","EU/EEA (with UK until 2019)",94.355453000,""
"Dengue","All cases - Data quality","Completeness Age","%","2012","FI","Finland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2012","FR","France",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2012","HR","Croatia",0.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2012","HU","Hungary",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2012","IE","Ireland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2012","IS","Iceland",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2012","IT","Italy",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2012","LT","Lithuania",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2012","LU","Luxembourg",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2012","LV","Latvia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2012","MT","Malta",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2012","NO","Norway",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2012","PL","Poland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2012","RO","Romania",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2012","SE","Sweden",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2012","SI","Slovenia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2012","SK","Slovakia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2012","UK","United Kingdom",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2013","AT","Austria",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2013","BE","Belgium",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2013","CZ","Czechia",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2013","DE","Germany",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2013","DK","Denmark",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2013","EE","Estonia",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2013","EL","Greece",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2013","ES","Spain",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2013","EU27_21","EU (without UK)",99.953874000,""
"Dengue","All cases - Data quality","Completeness Age","%","2013","EU27_UK_21","EU (with UK until 2019)",99.926980000,""
"Dengue","All cases - Data quality","Completeness Age","%","2013","EUEEA30_21","EU/EEA (without UK)",99.955056000,""
"Dengue","All cases - Data quality","Completeness Age","%","2013","EUEEAUK_21","EU/EEA (with UK until 2019)",99.928469000,""
"Dengue","All cases - Data quality","Completeness Age","%","2013","FI","Finland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2013","FR","France",99.780701750,""
"Dengue","All cases - Data quality","Completeness Age","%","2013","HR","Croatia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2013","HU","Hungary",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2013","IE","Ireland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2013","IS","Iceland",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2013","IT","Italy",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2013","LT","Lithuania",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2013","LU","Luxembourg",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2013","LV","Latvia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2013","MT","Malta",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2013","NO","Norway",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2013","PL","Poland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2013","RO","Romania",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2013","SE","Sweden",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2013","SI","Slovenia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2013","SK","Slovakia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2013","UK","United Kingdom",99.824868650,""
"Dengue","All cases - Data quality","Completeness Age","%","2014","AT","Austria",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2014","BE","Belgium",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2014","CZ","Czechia",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2014","DE","Germany",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2014","DK","Denmark",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2014","EE","Estonia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2014","EL","Greece",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2014","ES","Spain",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2014","EU27_21","EU (without UK)",89.712460000,""
"Dengue","All cases - Data quality","Completeness Age","%","2014","EU27_UK_21","EU (with UK until 2019)",91.653786000,""
"Dengue","All cases - Data quality","Completeness Age","%","2014","EUEEA30_21","EU/EEA (without UK)",90.170940000,""
"Dengue","All cases - Data quality","Completeness Age","%","2014","EUEEAUK_21","EU/EEA (with UK until 2019)",91.956305000,""
"Dengue","All cases - Data quality","Completeness Age","%","2014","FI","Finland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2014","FR","France",56.130790190,""
"Dengue","All cases - Data quality","Completeness Age","%","2014","HR","Croatia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2014","HU","Hungary",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2014","IE","Ireland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2014","IS","Iceland",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2014","IT","Italy",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2014","LT","Lithuania",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2014","LU","Luxembourg",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2014","LV","Latvia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2014","MT","Malta",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2014","NL","Netherlands",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2014","NO","Norway",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2014","PL","Poland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2014","RO","Romania",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2014","SE","Sweden",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2014","SI","Slovenia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2014","SK","Slovakia",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2014","UK","United Kingdom",99.734042550,""
"Dengue","All cases - Data quality","Completeness Age","%","2015","AT","Austria",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2015","BE","Belgium",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2015","CZ","Czechia",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2015","DE","Germany",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2015","DK","Denmark",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2015","EE","Estonia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2015","EL","Greece",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2015","ES","Spain",91.666666660,""
"Dengue","All cases - Data quality","Completeness Age","%","2015","EU27_21","EU (without UK)",99.260042000,""
"Dengue","All cases - Data quality","Completeness Age","%","2015","EU27_UK_21","EU (with UK until 2019)",99.265658000,""
"Dengue","All cases - Data quality","Completeness Age","%","2015","EUEEA30_21","EU/EEA (without UK)",99.296482000,""
"Dengue","All cases - Data quality","Completeness Age","%","2015","EUEEAUK_21","EU/EEA (with UK until 2019)",99.295482000,""
"Dengue","All cases - Data quality","Completeness Age","%","2015","FI","Finland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2015","FR","France",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2015","HU","Hungary",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2015","IE","Ireland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2015","IS","Iceland",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2015","IT","Italy",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2015","LT","Lithuania",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2015","LU","Luxembourg",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2015","LV","Latvia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2015","MT","Malta",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2015","NL","Netherlands",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2015","NO","Norway",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2015","PL","Poland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2015","PT","Portugal",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2015","RO","Romania",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2015","SE","Sweden",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2015","SI","Slovenia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2015","SK","Slovakia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2015","UK","United Kingdom",99.290780140,""
"Dengue","All cases - Data quality","Completeness Age","%","2016","AT","Austria",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2016","BE","Belgium",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2016","CZ","Czechia",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2016","DE","Germany",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2016","DK","Denmark",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2016","EE","Estonia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2016","EL","Greece",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2016","ES","Spain",96.551724130,""
