"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Dengue","All cases - Data quality","Completeness Age","%","2016","EU27_21","EU (without UK)",99.592169000,""
"Dengue","All cases - Data quality","Completeness Age","%","2016","EU27_UK_21","EU (with UK until 2019)",99.657534000,""
"Dengue","All cases - Data quality","Completeness Age","%","2016","EUEEA30_21","EU/EEA (without UK)",99.602543000,""
"Dengue","All cases - Data quality","Completeness Age","%","2016","EUEEAUK_21","EU/EEA (with UK until 2019)",99.664879000,""
"Dengue","All cases - Data quality","Completeness Age","%","2016","FI","Finland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2016","FR","France",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2016","HR","Croatia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2016","HU","Hungary",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2016","IE","Ireland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2016","IS","Iceland",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2016","IT","Italy",99.056603770,""
"Dengue","All cases - Data quality","Completeness Age","%","2016","LT","Lithuania",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2016","LU","Luxembourg",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2016","LV","Latvia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2016","MT","Malta",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2016","NL","Netherlands",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2016","NO","Norway",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2016","PL","Poland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2016","PT","Portugal",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2016","RO","Romania",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2016","SE","Sweden",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2016","SI","Slovenia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2016","SK","Slovakia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2016","UK","United Kingdom",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","AT","Austria",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","BE","Belgium",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","CZ","Czechia",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","DE","Germany",99.842519680,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","DK","Denmark",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","EE","Estonia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","EL","Greece",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","ES","Spain",98.437500000,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","EU27_21","EU (without UK)",99.750156000,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","EU27_UK_21","EU (with UK until 2019)",99.757986000,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","EUEEA30_21","EU/EEA (without UK)",99.755650000,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","EUEEAUK_21","EU/EEA (with UK until 2019)",99.762131000,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","FI","Finland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","FR","France",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","HR","Croatia",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","HU","Hungary",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","IE","Ireland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","IS","Iceland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","IT","Italy",98.947368420,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","LT","Lithuania",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","LU","Luxembourg",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","LV","Latvia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","MT","Malta",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","NL","Netherlands",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","NO","Norway",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","PL","Poland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","PT","Portugal",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","RO","Romania",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","SE","Sweden",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","SI","Slovenia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","SK","Slovakia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2017","UK","United Kingdom",99.784946230,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","AT","Austria",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","BE","Belgium",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","CZ","Czechia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","DE","Germany",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","DK","Denmark",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","EE","Estonia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","EL","Greece",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","ES","Spain",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","EU27_21","EU (without UK)",99.945385000,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","EU27_UK_21","EU (with UK until 2019)",99.955810000,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","EUEEA30_21","EU/EEA (without UK)",99.946836000,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","EUEEAUK_21","EU/EEA (with UK until 2019)",99.956766000,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","FI","Finland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","FR","France",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","HR","Croatia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","HU","Hungary",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","IE","Ireland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","IS","Iceland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","IT","Italy",99.074074070,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","LT","Lithuania",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","LU","Luxembourg",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","LV","Latvia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","MT","Malta",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","NL","Netherlands",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","NO","Norway",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","PL","Poland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","PT","Portugal",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","RO","Romania",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","SE","Sweden",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","SI","Slovenia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","SK","Slovakia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2018","UK","United Kingdom",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","AT","Austria",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","BE","Belgium",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","CZ","Czechia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","DE","Germany",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","DK","Denmark",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","EE","Estonia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","EL","Greece",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","ES","Spain",89.559164730,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","EU27_21","EU (without UK)",98.774445000,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","EU27_UK_21","EU (with UK until 2019)",98.991848000,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","EUEEA30_21","EU/EEA (without UK)",98.807409000,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","EUEEAUK_21","EU/EEA (with UK until 2019)",99.014261000,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","FI","Finland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","FR","France",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","HR","Croatia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","HU","Hungary",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","IE","Ireland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","IS","Iceland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","IT","Italy",99.137931030,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","LT","Lithuania",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","LU","Luxembourg",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","LV","Latvia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","MT","Malta",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","NL","Netherlands",-,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","NO","Norway",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","PL","Poland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","PT","Portugal",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","RO","Romania",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","SE","Sweden",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","SI","Slovenia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","SK","Slovakia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2019","UK","United Kingdom",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2020","AT","Austria",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2020","BE","Belgium",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2020","CZ","Czechia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2020","DE","Germany",99.500000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2020","DK","Denmark",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2020","EE","Estonia",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2020","EL","Greece",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2020","ES","Spain",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2020","EU27_21","EU (without UK)",99.662487000,""
"Dengue","All cases - Data quality","Completeness Age","%","2020","EU27_UK_21","EU (with UK until 2019)",99.662487000,""
"Dengue","All cases - Data quality","Completeness Age","%","2020","EUEEA30_21","EU/EEA (without UK)",99.666825000,""
"Dengue","All cases - Data quality","Completeness Age","%","2020","EUEEAUK_21","EU/EEA (with UK until 2019)",99.666825000,""
"Dengue","All cases - Data quality","Completeness Age","%","2020","FI","Finland",100.000000000,""
"Dengue","All cases - Data quality","Completeness Age","%","2020","FR","France",99.926578560,""
"Dengue","All cases - Data quality","Completeness Age","%","2020","HR","Croatia",100.000000000,""
